stateTime,Protocol Circulating Supply,Total FIL Mined,Total FIL Vested,Fil Reserve Disbursed,Total FIL Burned,Total FIL Locked
"2024-07-04","612.21","345.09","444.39","17.07",-39.84,-154.49
"2024-07-05","612.59","345.19","444.58","17.07",-39.85,-154.41
"2024-07-06","612.99","345.30","444.77","17.07",-39.85,-154.3
"2024-07-07","613.47","345.41","444.95","17.07",-39.85,-154.11
"2024-07-08","613.82","345.52","445.14","17.07",-39.85,-154.06
"2024-07-09","614.16","345.62","445.33","17.07",-39.85,-154.01
"2024-07-10","614.46","345.73","445.52","17.07",-39.85,-154.01
"2024-07-11","614.75","345.84","445.70","17.07",-39.85,-154
"2024-07-12","615.01","345.94","445.89","17.07",-39.86,-154.04
"2024-07-13","615.26","346.05","446.08","17.07",-39.86,-154.08
"2024-07-14","615.75","346.16","446.26","17.07",-39.86,-153.88
"2024-07-15","616.21","346.26","446.45","17.07",-39.86,-153.71
"2024-07-16","616.50","346.37","446.64","17.07",-39.87,-153.71
"2024-07-17","616.84","346.47","446.83","17.07",-39.89,-153.63
"2024-07-18","617.11","346.58","447.01","17.07",-39.89,-153.66
"2024-07-19","617.37","346.69","447.20","17.07",-39.89,-153.69
"2024-07-20","617.60","346.79","447.39","17.07",-39.89,-153.75
"2024-07-21","617.84","346.90","447.57","17.07",-39.9,-153.8
"2024-07-22","618.10","347.00","447.76","17.07",-39.9,-153.84
"2024-07-23","618.70","347.11","447.95","17.07",-39.9,-153.52
"2024-07-24","619.17","347.21","448.14","17.07",-39.9,-153.34
"2024-07-25","619.45","347.32","448.32","17.07",-39.9,-153.36
"2024-07-26","619.69","347.42","448.51","17.07",-39.9,-153.4
"2024-07-27","619.96","347.53","448.70","17.07",-39.91,-153.42
"2024-07-28","620.22","347.63","448.88","17.07",-39.91,-153.45
"2024-07-29","620.63","347.73","449.07","17.07",-39.92,-153.32
"2024-07-30","621.25","347.84","449.26","17.07",-39.92,-152.99
"2024-07-31","622.09","347.94","449.45","17.07",-39.92,-152.44
"2024-08-01","622.30","348.04","449.63","17.07",-39.92,-152.52
"2024-08-02","622.53","348.14","449.82","17.07",-39.92,-152.57
"2024-08-03","622.79","348.25","450.01","17.07",-39.93,-152.6
"2024-08-04","623.08","348.35","450.19","17.07",-39.93,-152.61
"2024-08-05","623.44","348.45","450.38","17.07",-39.93,-152.53
"2024-08-06","623.80","348.55","450.57","17.07",-39.93,-152.45
"2024-08-07","624.17","348.65","450.76","17.07",-39.94,-152.37
"2024-08-08","624.45","348.75","450.94","17.07",-39.94,-152.37
"2024-08-09","624.65","348.86","451.13","17.07",-39.94,-152.46
"2024-08-10","624.83","348.96","451.32","17.07",-39.94,-152.57
"2024-08-11","625.04","349.06","451.50","17.07",-39.95,-152.65
"2024-08-12","625.32","349.16","451.69","17.07",-39.95,-152.65
"2024-08-13","625.55","349.26","451.88","17.07",-39.95,-152.71
"2024-08-14","625.85","349.36","452.07","17.07",-39.96,-152.69
"2024-08-15","626.12","349.46","452.25","17.07",-39.96,-152.7
"2024-08-16","626.29","349.57","452.44","17.07",-39.97,-152.81
"2024-08-17","626.47","349.67","452.63","17.07",-39.97,-152.92
"2024-08-18","626.82","349.77","452.81","17.07",-39.97,-152.86
"2024-08-19","628.00","349.87","453.00","17.07",-39.98,-151.96
"2024-08-20","628.48","349.97","453.19","17.07",-39.99,-151.76
"2024-08-21","628.74","350.07","453.38","17.07",-39.99,-151.79
"2024-08-22","628.96","350.17","453.56","17.07",-40,-151.85
"2024-08-23","629.23","350.27","453.75","17.07",-40,-151.86
"2024-08-24","629.57","350.38","453.94","17.07",-40,-151.81
"2024-08-25","629.88","350.48","454.12","17.07",-40,-151.79
"2024-08-26","630.18","350.58","454.31","17.07",-40,-151.77
"2024-08-27","630.55","350.68","454.50","17.07",-40,-151.69
"2024-08-28","630.91","350.78","454.69","17.07",-40.01,-151.62
"2024-08-29","631.27","350.88","454.87","17.07",-40.01,-151.54
"2024-08-30","631.76","350.98","455.06","17.07",-40.01,-151.35
"2024-08-31","632.08","351.08","455.25","17.07",-40.01,-151.31
"2024-09-01","632.35","351.18","455.43","17.07",-40.01,-151.33
"2024-09-02","632.73","351.28","455.62","17.07",-40.01,-151.23
"2024-09-03","633.08","351.38","455.81","17.07",-40.01,-151.16
"2024-09-04","633.39","351.48","456.00","17.07",-40.01,-151.14
"2024-09-05","633.73","351.58","456.18","17.07",-40.02,-151.09
"2024-09-06","633.95","351.68","456.37","17.07",-40.02,-151.16
"2024-09-07","634.19","351.78","456.56","17.07",-40.02,-151.19
"2024-09-08","634.52","351.88","456.74","17.07",-40.02,-151.15
"2024-09-09","634.80","351.98","456.93","17.07",-40.02,-151.15
"2024-09-10","635.09","352.08","457.12","17.07",-40.03,-151.14
"2024-09-11","635.30","352.18","457.31","17.07",-40.03,-151.22
"2024-09-12","635.61","352.27","457.49","17.07",-40.03,-151.19
"2024-09-13","635.88","352.37","457.68","17.07",-40.03,-151.21
"2024-09-14","636.19","352.47","457.87","17.07",-40.03,-151.19
"2024-09-15","636.46","352.57","458.05","17.07",-40.03,-151.2
"2024-09-16","636.76","352.66","458.24","17.07",-40.03,-151.18
"2024-09-17","637.02","352.76","458.43","17.07",-40.04,-151.19
"2024-09-18","637.33","352.86","458.61","17.07",-40.04,-151.17
"2024-09-19","637.61","352.96","458.80","17.07",-40.04,-151.18
"2024-09-20","637.86","353.06","458.99","17.07",-40.04,-151.21
"2024-09-21","638.15","353.16","459.18","17.07",-40.04,-151.21
"2024-09-22","638.45","353.26","459.36","17.07",-40.04,-151.2
"2024-09-23","638.93","353.35","459.55","17.07",-40.05,-151
"2024-09-24","639.28","353.45","459.74","17.07",-40.05,-150.93
"2024-09-25","639.72","353.55","459.92","17.07",-40.05,-150.77
"2024-09-26","640.16","353.65","460.11","17.07",-40.05,-150.62
"2024-09-27","640.45","353.74","460.30","17.07",-40.05,-150.61
"2024-09-28","640.85","353.84","460.49","17.07",-40.05,-150.49
"2024-09-29","641.21","353.94","460.67","17.07",-40.06,-150.41
"2024-09-30","641.54","354.04","460.86","17.07",-40.06,-150.37
"2024-10-01","641.78","354.14","461.05","17.07",-40.06,-150.41
"2024-10-02","642.05","354.23","461.23","17.07",-40.06,-150.42
"2024-10-03","642.34","354.33","461.42","17.07",-40.07,-150.41
"2024-10-04","642.61","354.43","461.61","17.07",-40.07,-150.42
"2024-10-05","642.96","354.52","461.80","17.07",-40.07,-150.35
"2024-10-06","643.27","354.62","461.98","17.07",-40.07,-150.33
"2024-10-07","643.56","354.72","462.17","17.07",-40.07,-150.33
"2024-10-08","643.83","354.82","462.36","17.07",-40.07,-150.34
"2024-10-09","644.09","354.91","462.54","17.07",-40.08,-150.36
"2024-10-10","644.36","355.01","462.73","17.07",-40.08,-150.37
"2024-10-11","644.62","355.11","462.92","17.07",-40.08,-150.39
"2024-10-12","644.88","355.21","463.11","17.07",-40.08,-150.41
"2024-10-13","645.13","355.30","463.29","17.07",-40.09,-150.45
"2024-10-14","645.37","355.40","463.48","17.07",-40.09,-150.48
"2024-10-15","645.63","355.50","463.67","17.07",-40.09,-150.52
"2024-10-16","645.90","355.59","463.85","17.07",-40.09,-150.53
"2024-10-17","646.17","355.69","464.04","17.07",-40.09,-150.53
"2024-10-18","646.46","355.79","464.23","17.07",-40.09,-150.53
"2024-10-19","646.82","355.88","464.42","17.07",-40.09,-150.45
"2024-10-20","647.11","355.98","464.60","17.07",-40.09,-150.44
"2024-10-21","647.39","356.08","464.79","17.07",-40.09,-150.45
"2024-10-22","647.79","356.17","464.98","17.07",-40.09,-150.33
"2024-10-23","648.16","356.27","465.16","17.07",-40.09,-150.24
"2024-10-24","648.54","356.37","465.35","17.07",-40.1,-150.14
"2024-10-25","648.93","356.46","465.54","17.07",-40.1,-150.04
"2024-10-26","649.42","356.56","465.73","17.07",-40.1,-149.84
"2024-10-27","649.85","356.65","465.91","17.07",-40.1,-149.68
"2024-10-28","650.19","356.75","466.10","17.07",-40.1,-149.63
"2024-10-29","650.54","356.84","466.29","17.07",-40.1,-149.56
"2024-10-30","650.84","356.94","466.47","17.07",-40.1,-149.54
"2024-10-31","651.13","357.04","466.66","17.07",-40.1,-149.54
"2024-11-01","651.43","357.13","466.85","17.07",-40.1,-149.51
"2024-11-02","651.73","357.23","467.04","17.07",-40.1,-149.5
"2024-11-03","652.12","357.32","467.22","17.07",-40.1,-149.39
"2024-11-04","652.44","357.42","467.41","17.07",-40.1,-149.35
"2024-11-05","652.83","357.51","467.60","17.07",-40.11,-149.24
"2024-11-06","653.07","357.60","467.78","17.07",-40.11,-149.27
"2024-11-07","653.33","357.70","467.97","17.07",-40.12,-149.29
"2024-11-08","653.57","357.79","468.16","17.07",-40.12,-149.33
"2024-11-09","653.83","357.89","468.35","17.07",-40.12,-149.35
"2024-11-10","654.12","357.98","468.53","17.07",-40.13,-149.33
"2024-11-11","654.42","358.08","468.72","17.07",-40.13,-149.31
"2024-11-12","654.77","358.17","468.91","17.07",-40.13,-149.24
"2024-11-13","655.03","358.26","469.09","17.07",-40.14,-149.25
"2024-11-14","655.32","358.36","469.28","17.07",-40.14,-149.24
"2024-11-15","655.57","358.45","469.47","17.07",-40.14,-149.27
"2024-11-16","655.82","358.55","469.66","17.07",-40.14,-149.3
"2024-11-17","656.18","358.64","469.84","17.07",-40.14,-149.22
"2024-11-18","656.53","358.73","470.03","17.07",-40.15,-149.15
"2024-11-19","656.90","358.83","470.22","17.07",-40.15,-149.06
"2024-11-20","657.16","358.92","470.40","17.07",-40.15,-149.08
"2024-11-21","657.41","359.01","470.59","17.07",-40.15,-149.1
"2024-11-22","657.64","359.10","470.78","17.07",-40.15,-149.16
"2024-11-23","657.90","359.20","470.97","17.07",-40.15,-149.17
"2024-11-24","658.20","359.29","471.15","17.07",-40.16,-149.15
"2024-11-25","658.46","359.39","471.34","17.07",-40.16,-149.17
"2024-11-26","658.72","359.48","471.53","17.07",-40.16,-149.19
"2024-11-27","659.16","359.57","471.71","17.07",-40.17,-149.03
"2024-11-28","659.51","359.67","471.90","17.07",-40.17,-148.95
"2024-11-29","659.91","359.76","472.09","17.07",-40.18,-148.83
"2024-11-30","660.26","359.85","472.28","17.07",-40.18,-148.75
"2024-12-01","660.53","359.95","472.46","17.07",-40.18,-148.77
"2024-12-02","660.89","360.04","472.65","17.07",-40.19,-148.68
"2024-12-03","661.21","360.13","472.84","17.07",-40.19,-148.63
"2024-12-04","661.69","360.23","473.02","17.07",-40.21,-148.42
"2024-12-05","662.00","360.32","473.21","17.07",-40.22,-148.38
"2024-12-06","662.38","360.42","473.40","17.07",-40.23,-148.28
"2024-12-07","662.81","360.51","473.58","17.07",-40.23,-148.12
"2024-12-08","663.33","360.60","473.77","17.07",-40.24,-147.87
"2024-12-09","664.23","360.69","473.96","17.07",-40.24,-147.25
"2024-12-10","664.61","360.79","474.15","17.07",-40.25,-147.14
"2024-12-11","664.93","360.88","474.33","17.07",-40.25,-147.1
"2024-12-12","665.24","360.97","474.52","17.07",-40.25,-147.07
"2024-12-13","665.53","361.06","474.71","17.07",-40.25,-147.05
"2024-12-14","665.80","361.15","474.89","17.07",-40.25,-147.06
"2024-12-15","666.12","361.25","475.08","17.07",-40.26,-147.01
"2024-12-16","666.55","361.34","475.27","17.07",-40.26,-146.86
"2024-12-17","666.82","361.43","475.46","17.07",-40.27,-146.87
"2024-12-18","667.14","361.52","475.64","17.07",-40.27,-146.82
"2024-12-19","667.55","361.61","475.83","17.07",-40.27,-146.69
"2024-12-20","667.86","361.70","476.02","17.07",-40.27,-146.66
"2024-12-21","668.13","361.80","476.20","17.07",-40.27,-146.66
"2024-12-22","668.56","361.89","476.39","17.07",-40.28,-146.51
"2024-12-23","668.98","361.98","476.58","17.07",-40.28,-146.36
"2024-12-24","669.49","362.07","476.77","17.07",-40.28,-146.13
"2024-12-25","670.50","362.16","476.95","17.07",-40.28,-145.4
"2024-12-26","670.86","362.25","477.14","17.07",-40.28,-145.32
"2024-12-27","671.63","362.34","477.33","17.07",-40.28,-144.82
"2024-12-28","672.06","362.43","477.51","17.07",-40.28,-144.66
"2024-12-29","672.71","362.52","477.70","17.07",-40.29,-144.29
"2024-12-30","673.51","362.61","477.89","17.07",-40.29,-143.76
"2024-12-31","674.64","362.70","478.08","17.07",-40.29,-142.91
"2025-01-01","675.01","362.79","478.26","17.07",-40.29,-142.82
"2025-01-02","675.30","362.88","478.45","17.07",-40.3,-142.81
"2025-01-03","675.59","362.97","478.64","17.07",-40.3,-142.79
"2025-01-04","675.96","363.07","478.82","17.07",-40.3,-142.7
"2025-01-05","676.33","363.15","479.01","17.07",-40.3,-142.61
"2025-01-06","676.66","363.25","479.20","17.07",-40.3,-142.55
"2025-01-07","676.97","363.34","479.39","17.07",-40.3,-142.52
"2025-01-08","677.27","363.42","479.57","17.07",-40.3,-142.49
"2025-01-09","677.63","363.51","479.76","17.07",-40.31,-142.41
"2025-01-10","677.94","363.60","479.95","17.07",-40.31,-142.37
"2025-01-11","678.32","363.70","480.13","17.07",-40.31,-142.28
"2025-01-12","678.62","363.79","480.32","17.07",-40.31,-142.24
"2025-01-13","678.90","363.87","480.51","17.07",-40.31,-142.24
"2025-01-14","679.18","363.96","480.70","17.07",-40.31,-142.23
"2025-01-15","679.47","364.05","480.88","17.07",-40.31,-142.22
"2025-01-16","679.79","364.14","481.07","17.07",-40.32,-142.17
"2025-01-17","680.07","364.23","481.26","17.07",-40.32,-142.16
"2025-01-18","680.42","364.32","481.44","17.07",-40.32,-142.09
"2025-01-19","680.76","364.41","481.63","17.07",-40.32,-142.02
"2025-01-20","681.12","364.49","481.82","17.07",-40.32,-141.94
"2025-01-21","681.41","364.58","482.01","17.07",-40.32,-141.93
"2025-01-22","681.70","364.67","482.19","17.07",-40.32,-141.91
"2025-01-23","681.99","364.76","482.38","17.07",-40.32,-141.89
"2025-01-24","682.25","364.85","482.57","17.07",-40.32,-141.91
"2025-01-25","682.51","364.94","482.75","17.07",-40.32,-141.93
"2025-01-26","682.93","365.03","482.94","17.07",-40.32,-141.78
"2025-01-27","683.33","365.11","483.13","17.07",-40.32,-141.65
"2025-01-28","683.64","365.20","483.32","17.07",-40.32,-141.62
"2025-01-29","684.06","365.29","483.50","17.07",-40.32,-141.47
"2025-01-30","684.46","365.38","483.69","17.07",-40.33,-141.35
"2025-01-31","684.80","365.47","483.88","17.07",-40.33,-141.29
"2025-02-01","685.07","365.56","484.06","17.07",-40.33,-141.3
"2025-02-02","685.40","365.64","484.25","17.07",-40.33,-141.24
"2025-02-03","685.76","365.73","484.44","17.07",-40.33,-141.16
"2025-02-04","686.17","365.82","484.63","17.07",-40.33,-141.02
"2025-02-05","686.49","365.91","484.81","17.07",-40.33,-140.98
"2025-02-06","686.76","366.00","485.00","17.07",-40.33,-140.98
"2025-02-07","687.10","366.09","485.19","17.07",-40.33,-140.92
"2025-02-08","687.36","366.18","485.37","17.07",-40.33,-140.93
"2025-02-09","687.68","366.26","485.56","17.07",-40.33,-140.88
"2025-02-10","687.92","366.35","485.75","17.07",-40.33,-140.91
"2025-02-11","688.15","366.44","485.94","17.07",-40.33,-140.96
"2025-02-12","688.53","366.53","486.12","17.07",-40.33,-140.86
"2025-02-13","689.13","366.62","486.31","17.07",-40.35,-140.52
"2025-02-14","690.06","366.70","486.50","17.07",-40.37,-139.84
"2025-02-15","690.79","366.79","486.68","17.07",-40.37,-139.39
"2025-02-16","691.45","366.88","486.87","17.07",-40.37,-139
"2025-02-17","691.72","366.97","487.06","17.07",-40.37,-139
"2025-02-18","692.02","367.05","487.25","17.07",-40.37,-138.97
"2025-02-19","692.42","367.14","487.43","17.07",-40.37,-138.85
"2025-02-20","692.66","367.23","487.62","17.07",-40.37,-138.88
"2025-02-21","692.95","367.32","487.81","17.07",-40.38,-138.86
"2025-02-22","693.22","367.40","487.99","17.07",-40.38,-138.87
"2025-02-23","693.50","367.49","488.18","17.07",-40.38,-138.86
"2025-02-24","693.95","367.58","488.37","17.07",-40.38,-138.68
"2025-02-25","694.36","367.67","488.56","17.07",-40.38,-138.55
"2025-02-26","694.64","367.75","488.74","17.07",-40.38,-138.54
"2025-02-27","695.39","367.84","488.93","17.07",-40.38,-138.06
"2025-02-28","696.30","367.92","489.12","17.07",-40.38,-137.43
"2025-03-01","696.75","368.01","489.30","17.07",-40.38,-137.26
"2025-03-02","697.08","368.10","489.49","17.07",-40.38,-137.19
"2025-03-03","697.45","368.19","489.68","17.07",-40.38,-137.09
"2025-03-04","698.00","368.27","489.86","17.07",-40.38,-136.82
"2025-03-05","698.24","368.36","490.05","17.07",-40.39,-136.86
"2025-03-06","698.50","368.44","490.24","17.07",-40.39,-136.87
"2025-03-07","699.03","368.53","490.43","17.07",-40.39,-136.61
"2025-03-08","699.27","368.62","490.61","17.07",-40.39,-136.64
"2025-03-09","699.55","368.70","490.80","17.07",-40.39,-136.64
"2025-03-10","699.87","368.79","490.99","17.07",-40.39,-136.58
"2025-03-11","700.26","368.88","491.17","17.07",-40.39,-136.47
"2025-03-12","700.45","368.96","491.36","17.07",-40.39,-136.55
"2025-03-13","700.84","369.05","491.55","17.07",-40.39,-136.43
"2025-03-14","701.24","369.14","491.74","17.07",-40.39,-136.3
"2025-03-15","701.47","369.22","491.92","17.07",-40.39,-136.35
"2025-03-16","701.67","369.31","492.11","17.07",-40.39,-136.42
"2025-03-17","701.99","369.40","492.30","17.07",-40.4,-136.38
"2025-03-18","702.25","369.49","492.48","17.07",-40.4,-136.39
"2025-03-19","702.56","369.57","492.67","17.07",-40.4,-136.35
"2025-03-20","702.91","369.66","492.86","17.07",-40.4,-136.27
"2025-03-21","703.14","369.74","493.05","17.07",-40.4,-136.31
"2025-03-22","703.68","369.83","493.23","17.07",-40.4,-136.05
"2025-03-23","703.91","369.92","493.42","17.07",-40.4,-136.1
"2025-03-24","704.08","370.00","493.61","17.07",-40.4,-136.19
"2025-03-25","704.29","370.09","493.79","17.07",-40.4,-136.25
"2025-03-26","704.48","370.17","493.98","17.07",-40.41,-136.33
"2025-03-27","704.72","370.26","494.17","17.07",-40.41,-136.37
"2025-03-28","704.96","370.34","494.36","17.07",-40.41,-136.4
"2025-03-29","705.29","370.43","494.54","17.07",-40.41,-136.34
"2025-03-30","705.83","370.52","494.73","17.07",-40.41,-136.07
"2025-03-31","706.12","370.60","494.92","17.07",-40.41,-136.05
"2025-04-01","706.39","370.69","495.10","17.07",-40.42,-136.05
"2025-04-02","706.64","370.77","495.29","17.07",-40.42,-136.07
"2025-04-03","706.92","370.85","495.48","17.07",-40.42,-136.05
"2025-04-04","707.21","370.94","495.67","17.07",-40.42,-136.04
"2025-04-05","707.43","371.02","495.85","17.07",-40.42,-136.09
"2025-04-06","707.64","371.11","496.04","17.07",-40.43,-136.15
"2025-04-07","708.23","371.20","496.23","17.07",-40.43,-135.83
"2025-04-08","708.56","371.28","496.41","17.07",-40.43,-135.77
"2025-04-09","709.18","371.37","496.60","17.07",-40.43,-135.43
"2025-04-10","709.69","371.45","496.79","17.07",-40.43,-135.18
"2025-04-11","709.92","371.53","496.98","17.07",-40.44,-135.22
"2025-04-12","710.95","371.62","497.16","17.07",-40.44,-134.46
"2025-04-13","711.86","371.70","497.35","17.07",-40.44,-133.81
"2025-04-14","712.44","371.78","497.54","17.07",-40.44,-133.5
"2025-04-15","712.68","371.86","497.72","17.07",-40.45,-133.52
"2025-04-16","712.94","371.94","497.91","17.07",-40.45,-133.53
"2025-04-17","713.30","372.03","498.10","17.07",-40.46,-133.43
"2025-04-18","713.77","372.11","498.29","17.07",-40.46,-133.24
"2025-04-19","714.63","372.19","498.47","17.07",-40.46,-132.64
"2025-04-20","714.94","372.27","498.66","17.07",-40.47,-132.59
"2025-04-21","715.19","372.36","498.85","17.07",-40.47,-132.62
"2025-04-22","715.49","372.44","499.03","17.07",-40.47,-132.57
"2025-04-23","715.77","372.52","499.22","17.07",-40.47,-132.56
"2025-04-24","715.96","372.60","499.41","17.07",-40.47,-132.64
"2025-04-25","716.22","372.69","499.60","17.07",-40.48,-132.65
"2025-04-26","716.67","372.77","499.78","17.07",-40.48,-132.47
"2025-04-27","717.08","372.79","499.82","17.07",-40.48,-132.11
"2025-04-28","719.64","372.94","500.16","17.07",-40.48,-130.04
"2025-04-29","720.23","373.02","500.34","17.07",-40.49,-129.71
"2025-04-30","720.64","373.10","500.53","17.07",-40.49,-129.57
"2025-05-01","720.86","373.18","500.72","17.07",-40.49,-129.62
"2025-05-02","721.20","373.27","500.91","17.07",-40.5,-129.55
"2025-05-03","721.38","373.35","501.09","17.07",-40.5,-129.63
"2025-05-04","721.58","373.43","501.28","17.07",-40.5,-129.7
"2025-05-05","721.81","373.51","501.47","17.07",-40.5,-129.74
"2025-05-06","722.47","373.60","501.65","17.07",-40.5,-129.35
"2025-05-07","722.97","373.68","501.84","17.07",-40.5,-129.11
"2025-05-08","723.13","373.76","502.03","17.07",-40.5,-129.22
"2025-05-09","723.43","373.84","502.22","17.07",-40.51,-129.19
"2025-05-10","723.63","373.92","502.40","17.07",-40.51,-129.26
"2025-05-11","723.84","374.01","502.59","17.07",-40.51,-129.31
"2025-05-12","724.50","374.09","502.78","17.07",-40.51,-128.93
"2025-05-13","725.55","374.17","502.96","17.07",-40.51,-128.15
"2025-05-14","725.88","374.25","503.15","17.07",-40.51,-128.08
"2025-05-15","726.23","374.33","503.34","17.07",-40.51,-128
"2025-05-16","726.44","374.42","503.53","17.07",-40.51,-128.05
"2025-05-17","726.77","374.50","503.71","17.07",-40.51,-128
"2025-05-18","726.97","374.58","503.90","17.07",-40.51,-128.06
"2025-05-19","727.25","374.66","504.09","17.07",-40.51,-128.05
"2025-05-20","727.50","374.74","504.27","17.07",-40.51,-128.07
"2025-05-21","727.69","374.83","504.46","17.07",-40.51,-128.15
"2025-05-22","727.86","374.91","504.65","17.07",-40.52,-128.25
"2025-05-23","728.06","374.99","504.83","17.07",-40.52,-128.32
"2025-05-24","728.27","375.08","505.02","17.07",-40.52,-128.38
"2025-05-25","728.46","375.16","505.21","17.07",-40.52,-128.46
